241.9950	0.0023 
295.2228	0.0018 
351.9321	0.0018 
510.77	0.10   
609.320	0.005  
768.360	0.005  
785.96	0.08   
915.75	0.13   
934.056	0.006  
1120.294	0.006  
1238.122	0.007  
1377.699	0.008    
1460.820	0.005  
1509.210	0.010  
1661.274	0.016  
1729.594	0.011  
1764.491	0.010  
1847.429	0.013  
2109.98	0.08   
2120.0	0.10   
2204.059	0.022  
2447.70	0.03   
2614.511	0.010  
