1.48661e+06        2.42294   43204.1  0.036237
1.57301e+06        2.44807   43204.1  0.040373
1.65942e+06         2.3719     43204  0.035814
1.76356e+06        2.42969   43203.9 0.0441095
1.84996e+06        2.42447   43203.9 0.0421355
1.48661e+06        2.42294   43204.1  0.036237
1.57301e+06        2.44807   43204.1  0.040373
1.65942e+06         2.3719     43204  0.035814
1.76356e+06        2.42969   43203.9 0.0441095
1.84996e+06        2.42447   43203.9 0.0421355
1.93637e+06        2.46188   43203.9  0.036848
1.48661e+06        2.42294   43204.1  0.036237
1.57301e+06        2.44807   43204.1  0.040373
1.65942e+06         2.3719     43204  0.035814
1.76356e+06        2.42969   43203.9 0.0441095
1.84996e+06        2.42447   43203.9 0.0421355
1.93637e+06        2.46188   43203.9  0.036848
1.48661e+06        2.42294   43204.1  0.036237
1.57301e+06        2.44807   43204.1  0.040373
1.65942e+06         2.3719     43204  0.035814
1.76356e+06        2.42969   43203.9 0.0441095
1.84996e+06        2.42447   43203.9 0.0421355
1.93637e+06        2.46188   43203.9  0.036848
1.48661e+06        2.43077   43204.1 0.0345685
1.57301e+06        2.46463   43204.1   1.08084
1.65942e+06        2.38746     43204  0.035297
1.76356e+06        2.45805   43203.9  0.035861
1.84996e+06        2.43831   43203.9  0.036519
1.93637e+06        2.48019   43203.9 0.0364485
2.02278e+06        2.45364     43204 0.0351795
2.10918e+06         2.4197     43204   0.03572
2.19559e+06        2.46351   43203.9 0.0358375
2.28199e+06        2.49354   43203.9 0.0364485
2.36839e+06        2.41486   43203.9 0.0351795
2.45479e+06        2.50907   43203.9 0.0402555
2.5412e+06        2.51603   43203.8  0.036801
2.62761e+06        2.51763   43203.8 0.0359785
2.71401e+06        2.48026   43203.8  0.036237
2.80042e+06        2.50602   43203.9  0.042441
2.88682e+06         2.5071   43203.9 0.0364485
2.97322e+06        2.54681   43203.9 0.0355555
3.05963e+06        2.49307   43203.8  0.035391
3.14603e+06        2.51878   43203.8 0.0360725
3.23244e+06        2.46755   43203.8 0.0369655
3.31885e+06        2.48252   43203.8 0.0417595
3.40525e+06        2.45829   43203.7  0.036942
3.63938e+06         2.4613   43201.3  0.050948
3.72578e+06        2.41789   43200.7 0.0518175
3.81218e+06        2.37329   43200.7  0.051606
3.89857e+06        2.36631   43200.6  0.053627
3.98497e+06        2.46226   43200.7  0.063967
4.07136e+06        2.37167   43200.7  0.056635
4.15776e+06        2.40224   43200.8  0.051512
4.2396e+06        2.44823   38644.2 0.0575515
4.28431e+06        2.26192   6059.65  0.268863
4.33358e+06        2.40854   43200.7  0.059878
4.50942e+06        2.49302   43200.8  0.055836
4.59582e+06        2.48024   43200.9 0.0564705
4.68221e+06        2.47507   43200.8  0.055037
4.76861e+06        2.53983   43200.8 0.0552485
4.85501e+06        2.39049   43200.8  0.055366
4.9414e+06        2.50157   43200.8  0.062181
5.02781e+06        2.47267   43200.7 0.0639435
5.11421e+06        2.46167   43200.7 0.0622515
5.2006e+06        2.49302   43200.8  0.058092
 5.287e+06        2.44919   43200.7 0.0607475
5.3734e+06        2.58545   43200.7 0.0643195
5.45979e+06        2.48698   43200.7 0.0622045
5.54619e+06        2.45876   43200.7 0.0559065
 5.629e+06        2.49911   43200.7  0.064766
5.71539e+06        2.48712   43200.7 0.0621575
5.80179e+06        2.44033   43200.7  0.061147
5.88819e+06        2.43171   43200.6  0.064061
5.97458e+06         2.4707   43200.6 0.0633325
6.06098e+06        2.49648   43200.6  0.065283
6.14738e+06         2.4468   43200.5  0.069278
6.23378e+06        2.45707   43200.5 0.0733905
6.32018e+06         2.4057   43200.5 0.0669045
6.40657e+06        2.43213   43200.4  0.070923
6.67845e+06        2.53607   43200.7  0.064484
6.76484e+06        2.53236   43200.6 0.0623925
6.85124e+06        2.94998   43200.6  0.123775
6.93764e+06        2.51375   43200.6   0.07144
7.02403e+06        2.56204   43200.6 0.0694425
7.11043e+06        2.60521   43200.6  0.072521
7.19683e+06         2.5932   43200.7 0.0674215
7.28322e+06        2.59449   43200.7 0.0612645
7.36962e+06         2.4875   43200.7  0.059737
7.45603e+06        2.61672   43200.7  0.065142
7.54242e+06        2.52489   43200.7   0.06392
7.62882e+06        2.60432   43200.7   0.07191
7.71522e+06         2.5901   43200.7  0.063121
7.80161e+06        2.59395   43200.7 0.0639435
7.88801e+06        2.64114   43200.7 0.0709935
7.97441e+06         2.5442   43200.7  0.064766
8.06081e+06        2.60443   43200.7  0.065847
8.14721e+06        3.08268   43200.6   0.14288
8.23361e+06        2.83386   43200.6  0.106925
  8.32e+06        2.56904   43200.6 0.0689255
8.4064e+06        2.62805   43200.6 0.0671865
8.49279e+06        2.57348   43200.5  0.065706
8.57919e+06        2.60855   43200.5 0.0784195
8.6656e+06        2.57081   43200.5 0.0719805
8.75199e+06        2.49037   43200.6  0.066082
