  -0.26596   1.00122   0.01037   0.00001
   0.00634   1.00000   0.01049   0.00001
  -0.01263   1.00006   0.01006   0.00001
  -0.01234   1.00008   0.01040   0.00001
  -0.00300   1.00002   0.01107   0.00001
   0.03195   0.99997   0.01047   0.00001
  -0.00556   1.00001   0.01032   0.00001
   0.00563   1.00004   0.01059   0.00001
  -0.03286   1.00005   0.00953   0.00001
   0.03429   1.00003   0.01055   0.00001
   0.21975   0.99994   0.00301   0.00001
   0.02403   0.99994   0.00369   0.00001
  -0.27886   1.00025   0.01114   0.00001
   0.00655   0.99999   0.01120   0.00001
   0.01752   0.99998   0.01170   0.00001
  -0.00071   1.00003   0.01124   0.00001
   0.01000   1.00007   0.01039   0.00001
  -0.03419   1.00000   0.01118   0.00001
   0.02117   1.00000   0.01168   0.00001
   0.00851   1.00006   0.01013   0.00001
   0.01892   0.99994   0.01698   0.00002
  -0.02246   1.00002   0.01695   0.00002
  -0.00729   1.00002   0.01673   0.00002
  -0.02668   0.99998   0.01254   0.00002
  -0.00922   1.00009   0.01300   0.00002
  -0.00737   1.00003   0.01309   0.00002
  -0.02088   1.00004   0.01343   0.00002
   0.02781   0.99997   0.01335   0.00002
   0.00996   1.00003   0.01282   0.00002
  -0.04734   1.00007   0.01249   0.00002
   0.01064   0.99999   0.01314   0.00002
  -0.25285   1.00063   0.02860   0.00002
   0.27515   0.99938   0.01261   0.00002
  -0.00148   1.00001   0.01275   0.00002
  -0.00291   1.00003   0.01310   0.00002
  -0.01882   1.00006   0.01297   0.00002
  -0.01145   1.00003   0.01296   0.00002
   0.02630   0.99997   0.01263   0.00002
  -0.00451   1.00004   0.01309   0.00002
  -0.02337   0.99997   0.01316   0.00002
   0.03205   0.99994   0.01321   0.00002
  -0.01532   1.00003   0.01316   0.00002
   0.03011   0.99998   0.01291   0.00002
  -0.02594   1.00010   0.01337   0.00002
  -0.04170   0.99999   0.01329   0.00002
   0.06046   0.99995   0.01301   0.00002
  -0.04192   1.00006   0.01337   0.00002
  -0.00004   1.00004   0.01338   0.00002
   0.01397   0.99998   0.01319   0.00002
  -0.01747   1.00002   0.01355   0.00002
   0.03651   0.99998   0.01377   0.00002
  -0.01410   1.00001   0.01410   0.00003
  -0.03292   1.00004   0.01737   0.00003
  -0.02959   1.00010   0.01662   0.00002
   0.04044   0.99993   0.01809   0.00003
   0.05587   0.99989   0.01812   0.00003
  -0.03632   1.00015   0.01378   0.00002
   0.04500   1.00001   0.01328   0.00002
  -0.02185   1.00003   0.01392   0.00003
   0.00560   1.00004   0.01424   0.00003
  -0.02453   1.00002   0.01403   0.00003
   0.04032   0.99997   0.01419   0.00003
  -0.05008   1.00002   0.01351   0.00002
  -0.00688   1.00002   0.01326   0.00002
   0.02656   0.99997   0.01297   0.00002
  -0.01442   1.00007   0.01330   0.00002
   0.02759   0.99995   0.01381   0.00002
  -0.03623   1.00005   0.01426   0.00003
   0.02464   0.99997   0.01319   0.00002
  -0.04393   1.00008   0.01340   0.00002
   0.06927   0.99990   0.01397   0.00002
  -0.02582   1.00004   0.01370   0.00002
  -0.01701   1.00007   0.01373   0.00002
   0.07489   0.99994   0.01819   0.00003
  -0.08484   1.00006   0.01825   0.00003
   0.04546   0.99999   0.02004   0.00003
   0.00978   0.99997   0.01986   0.00003
  -0.02579   1.00007   0.01983   0.00003
  -0.00565   0.99999   0.02137   0.00003
  -0.00200   1.00006   0.02073   0.00003
   0.03714   0.99991   0.01995   0.00003
  -0.05529   1.00009   0.01824   0.00003
   0.02019   1.00001   0.02028   0.00003
  -0.01907   1.00000   0.02008   0.00003
   0.00548   1.00001   0.01777   0.00003
   0.01807   0.99997   0.01772   0.00003
