   241.995    242.22    0.0023         0
   295.223    295.15    0.0018      0.02
   351.932     351.9    0.0018      0.01
    510.77    510.79       0.1      0.16
    609.32    609.36     0.005      0.01
    768.36    768.46     0.005      0.08
    785.96    785.67      0.08         0
    915.75    911.43      0.13      0.11
   934.056    934.19     0.006      0.07
   1120.29   1120.41     0.006      0.04
   1238.12   1238.26     0.007      0.07
    1377.7   1377.84     0.008      0.09
   1460.82   1460.85     0.005      0.02
   1509.21   1509.51      0.01      0.15
   1661.27   1661.16     0.016      0.22
   1729.59   1729.57     0.011      0.07
   1764.49   1764.56      0.01      0.03
   1847.43   1847.71     0.013         0
   2109.98   2103.03      0.08      0.23
      2120   2118.51       0.1      0.16
   2204.06      2204     0.022      0.07
    2447.7   2447.81      0.03      0.15
   2614.51   2614.53      0.01      0.05
