    346.09      241.85        0.78       14.45        0.04        0.03      891.80
    847.79      295.21        0.84       22.19        0.02        0.02     2184.54
   1499.73      351.94        0.84       25.29        0.02        0.01     3864.46
   1191.69      609.38        0.93       22.04        0.02        0.01     3070.70
    118.67      768.50        0.92        7.32        0.06        0.05      305.79
     32.60      785.96        1.01        4.65        0.16        0.18       84.01
     77.53      934.09        1.06        6.32        0.10        0.08      199.77
    294.62     1120.22        1.09       11.07        0.04        0.03      759.17
     98.75     1238.25        1.07        6.78        0.08        0.06      254.44
     81.25     1377.53        1.18        6.29        0.10        0.08      209.37
     33.23     1509.01        1.02        4.23        0.14        0.15       85.62
     56.27     1729.32        1.17        5.38        0.13        0.12      144.99
    276.99     1764.58        1.33       12.54        0.07        0.05      713.73
     37.18     1847.07        1.18        4.39        0.15        0.14       95.81
     49.06     2204.05        1.08        5.15        0.15        0.12      126.41
