   241.995    241.91    0.0023      0.04
   295.223    295.16    0.0018      0.02
   351.932    351.89    0.0018      0.01
    510.77     510.9       0.1      0.14
    609.32    609.35     0.005      0.02
    768.36    768.44     0.005      0.08
    785.96    785.77      0.08      0.26
    915.75    911.31      0.13      0.16
   934.056    934.08     0.006      0.14
   1120.29   1120.33     0.006      0.04
   1238.12   1238.24     0.007      0.09
    1377.7   1377.66     0.008      0.09
   1460.82   1460.82     0.005      0.02
   1509.21   1509.26      0.01      0.11
   1661.27   1661.59     0.016      0.25
   1729.59   1729.51     0.011      0.09
   1764.49   1764.52      0.01      0.04
   1847.43   1847.55     0.013       0.1
   2109.98   2102.38      0.08      0.35
      2120   2118.54       0.1      0.14
   2204.06   2203.99     0.022      0.08
    2447.7   2447.32      0.03      0.17
   2614.51   2614.43      0.01      0.06
