238         245
290         300 
345         357
500         518
605         615 
763	      775 
784         790 
907         919 
930       	940 
1115        1127
1234        1244
1372	      1384
1456        1468
1505        1517
1657        1668
1725        1740
1759        1772
1845        1854
2100        2110
2116        2126
2200        2214
2445        2456
2612        2622
