   241.995    241.96    0.0023      0.04
   295.223    295.15    0.0018      0.03
   351.932    351.94    0.0018      0.02
    609.32    609.35     0.005      0.02
    768.36    768.36     0.005      0.08
    785.96    785.96      0.08       0.4
   934.056    934.13     0.006      0.11
   1120.29   1120.32     0.006      0.04
   1238.12   1238.07     0.007      0.08
    1377.7    1377.7     0.008      0.11
   1509.21   1508.94      0.01      0.21
   1729.59   1729.26     0.011      0.14
   1764.49   1764.39      0.01      0.06
   1847.43   1847.38     0.013      0.14
   2204.06   2203.92     0.022      0.14
