   241.995    241.91    0.0023      0.05
   295.223    295.19    0.0018      0.03
   351.932    351.91    0.0018      0.02
    510.77    510.94       0.1      0.14
    609.32    609.34     0.005      0.02
    768.36    768.37     0.005      0.09
    785.96    786.07      0.08      0.11
    915.75    911.34      0.13      0.22
   934.056    934.03     0.006      0.16
   1120.29   1120.34     0.006      0.04
   1238.12   1238.17     0.007      0.09
    1377.7   1377.91     0.008       0.1
   1460.82   1460.87     0.005      0.02
   1509.21   1509.22      0.01      0.14
   1661.27   1661.19     0.016      0.16
   1729.59   1729.63     0.011      0.09
   1764.49   1764.59      0.01      0.04
   1847.43   1847.57     0.013      0.13
   2109.98   2103.19      0.08      0.29
      2120   2118.75       0.1      0.24
   2204.06   2203.95     0.022      0.08
    2447.7   2447.47      0.03       0.2
   2614.51   2614.56      0.01      0.06
