272.8			262		1		256		266
811.4 		319.4 	1.2 		314.2 	326.2
1276 			381 		1.3 		375 		385
157			 553.4 	1 		547 		560
960.6 		659.8 	1.25 		646 		668.5
134 			832 		1.25 		828 		837
80 			987.2 	1.0 		975 		995
93 			1012 		0.5 		1000 		 1017
64 			1049 		1 		1035 		 1055
242.4 		 1213.6 	 1 		1204 		 1219.3
114 			 1340.8 	 1 		1333.7 	 1347.7
82 			 1491.7 	 0.8 		1484 		 1499.8
628.4 		 1582 	 1.8 		1574 		 1590
39 			 1634.7 	 1.0 		1626 		 1643.4
28 			 1799 	 1.0 		1785 		 1810
52 			 1873 	 1 		 1865 	 1880
220 			 1911 	 2 		 1904 	 1916
35 			 2001 	 1.2 		 1993.8 	 2007.8
17 			 2277 	 3 		 2270 	 2290
20 			 2294 	 0.5 		 2289 	 2302.7
69 			 2387 	 1.6 		 2377 	 2394.4
23 			 2650.9 	 1.5 		 2643 	 2657
96 			 2831 	 2.5 		 2823 	 2836.7
