    241.56      2.60      0.00      0.00
    295.06      2.81      0.00      0.00
    351.91      0.96      0.00      0.00
    509.72      9.63      0.00      0.00
    609.36      0.96      0.00      0.00
    768.75      4.27      0.00      0.00
    786.09      4.13      0.00      0.00
    911.19      7.41      0.00      0.00
    934.67      4.48      0.00      0.00
   1120.46      1.52      0.00      0.00
   1238.27      2.19      0.00      0.00
   1377.75      2.52      0.00      0.00
   1460.87      1.17      0.00      0.00
   1509.38      4.03      0.00      0.00
   1661.31      2.47      0.00      0.00
   1729.45      1.29      0.00      0.00
   1764.55      1.32      0.00      0.00
   1847.33      1.54      0.00      0.00
   2103.24      2.72      0.00      0.00
   2118.56      1.66      0.00      0.00
   2203.86      1.41      0.00      0.00
   2447.61      1.48      0.00      0.00
   2614.45      1.43      0.00      0.00
