   241.995    241.96    0.0023      0.04
   295.223     295.2    0.0018      0.02
   351.932    351.95    0.0018      0.01
    510.77    510.89       0.1      0.15
    609.32    609.44     0.005      0.01
    768.36    768.42     0.005      0.08
    785.96    785.68      0.08      0.38
    915.75    911.55      0.13      0.16
   934.056    934.23     0.006      0.11
   1120.29   1120.38     0.006      0.04
   1238.12    1238.4     0.007      0.07
    1377.7   1377.88     0.008      0.09
   1460.82    1460.9     0.005      0.02
   1509.21   1509.33      0.01      0.18
   1661.27   1661.36     0.016      0.19
   1729.59   1729.47     0.011      0.08
   1764.49   1764.58      0.01      0.03
   1847.43   1847.51     0.013      0.11
   2109.98   2103.66      0.08      0.43
      2120   2118.54       0.1      0.22
   2204.06   2204.08     0.022      0.09
    2447.7   2447.41      0.03      0.17
   2614.51   2614.57      0.01      0.07
