241.9950	0.0023 
295.2228	0.0018 
351.9321	0.0018 
609.320	0.005  
768.360	0.005  
785.96	0.08   
934.056	0.006  
1120.294	0.006  
1238.122	0.007  
1377.699	0.008    
1509.210	0.010  
1661.274	0.016  
1729.594	0.011  
1764.491	0.010  
1847.429	0.013
2120.0	0.10
2204.059	0.022  
