   241.995    241.87    0.0023      0.03
   295.223    295.17    0.0018      0.02
   351.932    351.93    0.0018      0.01
    609.32    609.41     0.005      0.01
    768.36    768.38     0.005      0.07
    785.96    780.31      0.08      0.23
   934.056    934.01     0.006       0.1
   1120.29   1120.37     0.006      0.04
   1238.12   1238.23     0.007      0.07
    1377.7   1377.59     0.008      0.09
   1509.21   1509.25      0.01       0.2
   1729.59   1729.55     0.011      0.12
   1764.49   1764.49      0.01      0.05
   1847.43   1847.45     0.013      0.16
   2204.06   2204.09     0.022      0.17
