    448.57      241.90        0.71       15.72        0.03        0.02     1155.29
   1118.10      295.21        0.72       23.74        0.02        0.01     2879.66
   1823.36      351.91        0.74       27.64        0.01        0.01     4696.06
   1466.35      609.38        0.80       24.27        0.01        0.01     3776.58
    138.15      768.34        0.86        8.10        0.06        0.04      355.80
     45.95      786.01        0.92        5.20        0.12        0.10      118.34
     68.55      934.03        0.82        6.15        0.09        0.06      176.54
    346.13     1120.33        1.00       11.93        0.04        0.03      891.46
    129.01     1238.03        1.06        7.84        0.07        0.06      332.27
    102.85     1377.75        1.12        7.24        0.08        0.09      264.89
     42.57     1509.17        1.39        5.40        0.21        0.18      109.63
     11.20     1661.60        0.71        2.72        0.22        0.17       28.85
     79.34     1729.47        1.21        6.17        0.11        0.07      204.33
    316.39     1764.37        1.14       11.46        0.04        0.03      814.86
     41.07     1847.00        1.15        4.63        0.15        0.12      105.78
     69.52     2203.86        1.19        5.85        0.11        0.10      179.04
