   241.995    241.89    0.0023      0.03
   295.223    295.16    0.0018      0.02
   351.932    351.89    0.0018      0.01
    609.32    609.33     0.005      0.02
    768.36    768.38     0.005      0.07
    785.96    785.64      0.08      0.15
   934.056    934.03     0.006      0.11
   1120.29   1120.34     0.006      0.04
   1238.12    1238.1     0.007      0.08
    1377.7    1377.4     0.008      0.11
   1509.21   1509.72      0.01      0.17
   1661.27    1661.1     0.016      0.62
   1729.59   1729.42     0.011       0.1
   1764.49   1764.42      0.01      0.05
   1847.43   1847.07     0.013      0.18
      2120    2117.5       0.1      0.31
   2204.06   2203.87     0.022      0.11
