   241.995    241.87    0.0023      0.04
   295.223    295.23    0.0018      0.02
   351.932    351.97    0.0018      0.01
    609.32    609.37     0.005      0.02
    768.36    768.53     0.005      0.07
    785.96    785.57      0.08      0.27
   934.056    934.05     0.006       0.1
   1120.29   1120.38     0.006      0.04
   1238.12    1238.2     0.007      0.07
    1377.7   1377.65     0.008      0.11
   1509.21    1509.1      0.01      0.19
   1729.59   1729.16     0.011      0.12
   1764.49   1764.36      0.01      0.06
   1847.43   1847.35     0.013      0.16
   2204.06   2204.02     0.022      0.19
