    441.79      241.93        0.75       15.93        0.03        0.03     1137.88
   1053.77      295.18        0.73       23.49        0.02        0.01     2714.10
   1831.90      351.92        0.77       27.71        0.01        0.01     4718.27
   1472.74      609.36        0.84       24.26        0.01        0.01     3793.20
    129.42      768.25        1.05        8.11        0.07        0.05      333.33
     32.11      786.12        0.92        4.77        0.16        0.13       82.72
     84.58      934.38        0.99        6.59        0.08        0.08      217.86
    331.94     1120.35        0.98       11.84        0.04        0.03      854.96
    133.53     1238.11        1.02        7.83        0.07        0.05      343.92
     98.34     1377.60        1.03        7.13        0.08        0.07      253.28
     41.18     1509.19        1.18        5.17        0.18        0.16      106.06
     17.35     1661.67        0.84        3.32        0.18        0.15       44.70
     68.94     1729.42        1.06        5.74        0.11        0.08      177.57
    295.51     1764.41        1.23       11.36        0.05        0.04      761.11
     36.21     1847.32        1.14        4.37        0.17        0.12       93.25
     22.09     2117.97        0.91        4.07        0.22        0.22       56.89
     69.48     2203.99        1.37        6.27        0.14        0.10      178.96
     17.14     2447.74        1.04        4.09        0.25        0.28       44.15
