   241.995    241.87    0.0023      0.03
   295.223    295.16    0.0018      0.02
   351.932    351.92    0.0018      0.01
    609.32    609.38     0.005      0.02
    768.36    768.45     0.005      0.06
    785.96    786.14      0.08      0.13
   934.056    934.02     0.006      0.09
   1120.29   1120.34     0.006      0.04
   1238.12   1238.19     0.007      0.07
    1377.7   1377.65     0.008      0.15
   1509.21   1509.46      0.01      0.18
   1729.59   1729.31     0.011      0.12
   1764.49   1764.55      0.01      0.05
   1847.43   1847.17     0.013      0.19
   2204.06   2203.93     0.022      0.12
