237.8       246.0
291         298 
345.85      356.0
499.5       520.0
603         615 
763.4       775 
780         794 
905.9       920 
930.3       940 
1115.5      1127
1235        1243
1373.8      1384
1455        1467
1504.5      1516
1654        1670
1725.2      1738
1760        1771
1843.25     1855
2099.6      2111
2113.5      2126
2199        2213
2442.8      2457
2612        2622
