   241.995    241.93    0.0023      0.04
   295.223    295.22    0.0018      0.02
   351.932    351.95    0.0018      0.02
    609.32    609.36     0.005      0.02
    768.36    768.39     0.005      0.08
    785.96    785.92      0.08       0.2
   934.056    934.16     0.006      0.12
   1120.29    1120.3     0.006      0.05
   1238.12   1238.08     0.007      0.08
    1377.7   1377.47     0.008      0.13
   1509.21   1509.49      0.01      0.11
   1729.59   1729.27     0.011      0.11
   1764.49   1764.31      0.01      0.06
   1847.43      1847     0.013      0.17
   2204.06   2203.85     0.022      0.19
