    371.94      241.96        0.71       14.32        0.03        0.03      957.83
    866.35      295.17        0.68       20.68        0.02        0.01     2231.01
   1475.85      351.92        0.73       24.79        0.01        0.01     3800.59
   1182.75      609.39        0.79       21.79        0.02        0.01     3045.81
    120.45      768.42        1.00        7.64        0.07        0.06      310.19
     32.70      785.90        0.86        4.49        0.14        0.10       84.20
     51.77      934.13        0.74        5.34        0.09        0.07      133.32
    278.93     1120.38        0.99       10.75        0.04        0.03      718.28
    100.52     1238.32        1.00        6.79        0.07        0.05      258.85
     84.50     1377.55        1.03        6.82        0.10        0.08      217.59
     27.79     1508.96        1.03        4.44        0.24        0.26       71.57
     11.15     1661.35        0.81        2.77        0.24        0.17       28.71
     54.48     1729.44        1.12        5.25        0.14        0.09      140.31
    272.92     1764.39        1.12       10.88        0.05        0.03      702.83
     29.39     1847.61        1.22        4.13        0.19        0.16       75.68
     58.36     2203.95        1.12        5.96        0.14        0.13      150.29
