   241.995    241.97    0.0023      0.03
   295.223    295.12    0.0018      0.02
   351.932    351.89    0.0018      0.01
    609.32    609.33     0.005      0.02
    768.36    768.26     0.005      0.08
    785.96    785.84      0.08      0.16
   934.056    934.16     0.006      0.12
   1120.29    1120.3     0.006      0.04
   1238.12   1238.17     0.007      0.07
    1377.7   1377.62     0.008      0.12
   1509.21   1508.67      0.01      0.16
   1729.59   1729.35     0.011       0.1
   1764.49   1764.41      0.01      0.06
   1847.43   1847.52     0.013      0.12
   2204.06   2204.04     0.022      0.13
