   241.995    241.94    0.0023      0.04
   295.223    295.17    0.0018      0.02
   351.932     351.9    0.0018      0.01
    510.77    510.79       0.1      0.18
    609.32    609.33     0.005      0.02
    768.36    768.48     0.005      0.07
    785.96    786.04      0.08      0.18
    915.75    911.71      0.13         0
   934.056    934.16     0.006      0.11
   1120.29   1120.41     0.006      0.04
   1238.12   1238.11     0.007      0.08
    1377.7    1377.6     0.008       0.1
   1460.82   1460.91     0.005      0.04
   1509.21   1509.29      0.01      0.14
   1661.27   1661.45     0.016      0.27
   1729.59   1729.69     0.011      0.09
   1764.49   1764.39      0.01      0.05
   1847.43   1847.09     0.013      0.19
   2109.98   2103.84      0.08      0.32
      2120   2118.75       0.1      0.27
   2204.06   2204.28     0.022      0.13
    2447.7   2447.46      0.03      0.32
   2614.51   2614.38      0.01      0.17
