   241.995    241.91    0.0023      0.03
   295.223    295.14    0.0018      0.02
   351.932    351.91    0.0018      0.01
    609.32     609.4     0.005      0.01
    768.36    768.29     0.005      0.07
    785.96    785.98      0.08      0.18
   934.056    934.11     0.006      0.09
   1120.29   1120.33     0.006      0.04
   1238.12   1238.16     0.007      0.07
    1377.7   1377.62     0.008      0.08
   1509.21   1509.34      0.01      0.13
   1661.27   1660.89     0.016      0.26
   1729.59   1729.46     0.011      0.11
   1764.49   1764.41      0.01      0.05
   1847.43   1847.15     0.013      0.15
      2120   2118.18       0.1      0.38
   2204.06   2203.77     0.022      0.12
