473.6			253		1		247		259
823.4 		308.1 	1.25 		302 		313.2
1155 			367.6 	1.25 		362 		372
145 			533 		1 		523 		542
903.6			 636.5 	1.25		 631 		641
133.6 		 806.6 	1.25 		 799 		907.3
74 			 952 		1.25 		 949 		957
93 			 975.5 	1 		 970 		980
61 			 1012.5 	0.5		  1000 	1020
240.2 		  1170.8 	1.25 		 1164.9 	1175.8
117 			  1293 	1.5 		 1289.5 	1298.4
86 			  1439.5 	1 		 1432.8 	1444.6
626.4 		  1526 	1.75 		 1520 	1531
39			  1577 	2 		 1568.7 	1585.5
19 			  1735.2 	1.20 		 1729 	1743
47 			  1806.4 	2 		 1800 	1812.7
187 			  1842.6	 1.25 	 1835 	1852
37 			  1929.5 	 2 		 1922 	1935.3
17 			  2195.7 	 3 		 2191.4 	2204.3
20 			  2212.8 	 0.5 		 2206 	2221
59 			  2302.8 	 1.6 		 2297 	2310
23 			  2557.9 	 2 		 2549 	2566
96 			  2731 	 3 		 2723		 2737
