   241.995    241.99    0.0023      0.03
   295.223    295.17    0.0018      0.02
   351.932    351.94    0.0018      0.01
    609.32    609.41     0.005      0.01
    768.36    768.46     0.005      0.05
    785.96    786.01      0.08      0.15
   934.056    934.27     0.006       0.1
   1120.29   1120.35     0.006      0.04
   1238.12   1238.22     0.007      0.07
    1377.7   1377.89     0.008      0.09
   1509.21   1508.88      0.01       0.2
   1661.27   1661.47     0.016      0.29
   1729.59   1729.56     0.011       0.1
   1764.49   1764.55      0.01      0.05
   1847.43   1847.27     0.013      0.13
   2204.06   2204.12     0.022      0.12
