    359.00      241.88        0.81       14.89        0.04        0.03      924.99
    924.40      295.19        0.83       22.94        0.02        0.02     2381.82
   1679.00      351.93        0.80       26.59        0.01        0.01     4326.15
   1285.07      609.37        0.91       22.79        0.02        0.01     3311.13
    118.07      768.47        1.01        7.45        0.07        0.06      304.22
     31.84      785.93        0.64        4.21        0.09        0.10       82.03
     71.97      934.22        0.96        6.13        0.09        0.08      185.44
    296.74     1120.37        1.11       11.17        0.04        0.03      764.59
    107.75     1238.05        1.04        7.19        0.08        0.07      277.63
     87.03     1377.60        1.02        6.57        0.08        0.07      224.25
     31.97     1509.04        0.93        4.21        0.15        0.12       82.37
     62.24     1729.44        1.15        5.48        0.11        0.09      160.37
    261.78     1764.43        1.29       10.88        0.06        0.05      674.49
     28.04     1847.16        1.38        4.03        0.25        0.14       72.24
     71.69     2203.86        1.26        6.90        0.14        0.10      184.71
