   241.995    241.95    0.0023      0.04
   295.223    295.19    0.0018      0.02
   351.932    351.91    0.0018      0.01
    609.32    609.39     0.005      0.02
    768.36    768.48     0.005      0.07
    785.96    786.02      0.08      0.13
   934.056    933.98     0.006      0.09
   1120.29   1120.35     0.006      0.04
   1238.12   1238.22     0.007      0.08
    1377.7    1377.8     0.008      0.12
   1509.21    1509.1      0.01       0.2
   1729.59   1729.31     0.011      0.13
   1764.49   1764.43      0.01      0.05
   1847.43   1847.23     0.013      0.25
   2204.06   2204.16     0.022      0.12
