   241.995    241.96    0.0023      0.03
   295.223    295.23    0.0018      0.02
   351.932    351.94    0.0018      0.01
    609.32    609.39     0.005      0.02
    768.36    768.27     0.005      0.07
    785.96     786.2      0.08      0.18
   934.056    934.17     0.006      0.09
   1120.29   1120.33     0.006      0.04
   1238.12    1238.1     0.007      0.07
    1377.7   1377.55     0.008      0.08
   1509.21   1509.11      0.01      0.16
   1729.59   1729.57     0.011      0.13
   1764.49   1764.39      0.01      0.05
   1847.43   1847.26     0.013      0.19
   2204.06   2203.96     0.022      0.11
