   241.995    241.71    0.0023      0.04
   295.223    294.96    0.0018      0.02
   351.932    351.75    0.0018      0.01
    510.77     510.6       0.1      0.14
    609.32    609.26     0.005      0.02
    768.36    768.42     0.005      0.09
    785.96    785.52      0.08      0.27
    915.75     911.4      0.13         0
   934.056    933.97     0.006      0.13
   1120.29   1120.39     0.006      0.04
   1238.12   1238.39     0.007      0.07
    1377.7   1377.75     0.008      0.09
   1460.82   1460.95     0.005      0.02
   1509.21   1509.31      0.01      0.11
   1661.27   1661.48     0.016      0.22
   1729.59   1729.74     0.011      0.09
   1764.49   1764.68      0.01      0.03
   1847.43   1847.71     0.013       0.1
   2109.98   2102.93      0.08       0.3
      2120   2118.65       0.1      0.18
   2204.06   2204.38     0.022      0.09
    2447.7   2448.07      0.03      0.22
   2614.51   2614.84      0.01      0.06
