    451.98      241.97        0.72       15.67        0.03        0.02     1164.18
   1002.59      295.20        0.75       23.25        0.02        0.02     2582.38
   1738.48      351.94        0.76       26.92        0.01        0.01     4477.84
   1364.70      609.39        0.82       23.50        0.01        0.01     3515.08
    139.11      768.42        1.02        8.24        0.07        0.06      358.31
     31.55      786.39        1.02        4.79        0.18        0.15       81.27
     70.95      934.10        0.89        5.96        0.08        0.07      182.76
    339.45     1120.24        1.01       11.84        0.04        0.03      874.34
    116.55     1238.15        1.09        7.48        0.08        0.07      300.21
     97.04     1377.57        0.95        6.82        0.07        0.06      249.95
     45.94     1509.06        1.21        5.25        0.15        0.13      118.33
     66.63     1729.40        1.08        5.66        0.10        0.08      171.63
    302.43     1764.49        1.21       11.56        0.05        0.04      778.96
     39.49     1847.18        1.12        4.54        0.15        0.12      101.72
     72.70     2203.85        1.22        5.89        0.11        0.10      187.26
