    456.25      241.92        0.68       25.63        0.04        0.04     1174.68
    990.56      295.17        0.66       31.18        0.02        0.02     2550.32
   1927.38      351.94        0.71       32.83        0.01        0.01     4962.28
    204.12      510.78        1.26       20.52        0.14        0.13      525.54
   1635.89      609.39        0.81       28.68        0.02        0.01     4211.81
    166.42      768.51        0.92       14.34        0.09        0.07      428.46
     48.92      785.60        0.92       12.52        0.27        0.21      125.96
     70.33      911.46        0.77       10.88        0.13        0.15      181.07
    118.38      934.01        0.97       13.04        0.13        0.11      304.79
    486.31     1120.38        0.97       16.94        0.04        0.03     1252.06
    182.62     1238.36        0.97       12.12        0.07        0.06      470.19
    160.64     1377.69        1.05       12.49        0.09        0.09      413.58
   1669.15     1460.87        1.13       26.43        0.02        0.01     4297.45
     79.83     1509.21        1.03        7.28        0.11        0.08      205.54
     36.24     1661.34        1.06        6.11        0.22        0.19       93.31
    121.00     1729.59        1.19        8.05        0.09        0.09      311.52
    588.11     1764.52        1.21       15.81        0.03        0.03     1514.17
     75.51     1847.52        1.05        6.53        0.10        0.11      194.40
     44.18     2102.69        1.78        6.37        0.30        0.25      113.74
     39.92     2118.39        1.16        4.90        0.18        0.12      102.79
    168.87     2204.12        1.44        9.07        0.09        0.07      434.79
     51.06     2447.76        1.49        5.70        0.21        0.13      131.46
    391.04     2614.47        1.50       14.58        0.06        0.05     1006.79
