   241.995    241.97    0.0023      0.05
   295.223    295.22    0.0018      0.03
   351.932    351.93    0.0018      0.02
    510.77    510.89       0.1      0.14
    609.32    609.42     0.005      0.02
    768.36    768.59     0.005      0.09
    785.96    786.01      0.08      0.42
    915.75    911.36      0.13      0.18
   934.056    934.08     0.006      0.13
   1120.29   1120.43     0.006      0.04
   1238.12   1238.28     0.007      0.08
    1377.7   1377.68     0.008       0.1
   1460.82   1460.87     0.005      0.02
   1509.21   1509.25      0.01      0.13
   1661.27   1660.75     0.016      0.14
   1729.59   1729.53     0.011      0.08
   1764.49    1764.5      0.01      0.04
   1847.43   1847.43     0.013      0.13
   2109.98   2103.26      0.08      0.32
      2120   2118.32       0.1      0.23
   2204.06   2203.85     0.022      0.09
    2447.7   2447.86      0.03      0.19
   2614.51   2614.43      0.01      0.06
