   241.995    241.94    0.0023      0.03
   295.223    295.18    0.0018      0.02
   351.932    351.94    0.0018      0.01
    609.32    609.39     0.005      0.02
    768.36     768.5     0.005      0.05
    785.96     786.2      0.08      0.16
   934.056     934.1     0.006      0.11
   1120.29   1120.44     0.006      0.04
   1238.12   1238.15     0.007      0.08
    1377.7    1377.6     0.008       0.1
   1509.21   1509.17      0.01      0.14
   1729.59   1729.66     0.011       0.1
   1764.49   1764.44      0.01      0.05
   1847.43   1847.51     0.013      0.16
   2204.06   2203.61     0.022      0.17
