   241.995    241.87    0.0023      0.03
   295.223    295.18    0.0018      0.02
   351.932    351.88    0.0018      0.01
    609.32    609.38     0.005      0.01
    768.36    768.34     0.005      0.06
    785.96    786.01      0.08      0.12
   934.056    934.04     0.006      0.09
   1120.29   1120.37     0.006      0.04
   1238.12   1238.07     0.007      0.07
    1377.7    1377.8     0.008      0.08
   1509.21   1509.23      0.01      0.21
   1661.27   1661.67     0.016      0.22
   1729.59   1729.55     0.011      0.11
   1764.49   1764.45      0.01      0.04
   1847.43   1847.08     0.013      0.15
   2204.06   2203.96     0.022      0.11
