529.8			241.6		1.25		237.8		246.4
1018.16		294.85	1.15		291		300
1535.7		351.71	1.25		345.85	356.93
165 			514 		1.25		505 		521
1103.6		609.6		1.5		603		615
134.8 		773.8 	0.8 		763 		783.8
62 			791 		0.4 		786.6 	796
77 			917.3 	0.5 		910 		925
105 			941.5		 0.60 	931.8 	951
233.8 		1129.3	  1.5		 1120 	1135
103 			  1248 	2 		1240 		1255
83.2 			  1388.7	 2 		1380.6 	1395.2
655.4 		  1174	  2 		1465 		1480
49 			  1521.2 	  2.25	 1510 	1530
23 			  1675.2	   2.5 	 1666 	1685
53 			  1744 	   2.5 	 1731 	1755
223.8			   1780 	   1.25 	 1775 	1785
46 			   1864 	   1 		 1855 	1872 
15 			   2122.5 	   0.5 	 2115 	2128
26 			   2137 	   0.5 	 2129 	2144.6
69 			 2210.2 	 3		  2205 	2220
23 			 2454 	 2.25 	  2450 	2465
114 			 2638		  1.5 	  2624 	2643
