    335.54      241.99        0.82       14.12        0.04        0.03      864.74
    736.48      295.19        0.84       20.84        0.03        0.02     1898.00
   1324.98      351.93        0.86       23.65        0.02        0.01     3414.67
   1053.12      609.35        0.90       20.57        0.02        0.01     2714.03
     99.31      768.39        0.82        6.74        0.06        0.06      255.93
     18.00      785.90        0.80        3.59        0.19        0.17       46.40
     55.18      933.66        1.18        5.74        0.18        0.12      142.22
    246.96     1120.22        1.11       10.20        0.05        0.04      636.44
     83.41     1237.94        1.00        6.35        0.09        0.07      214.97
     55.88     1377.64        1.00        5.32        0.11        0.08      144.00
     28.23     1509.06        1.12        4.06        0.18        0.15       72.75
     50.87     1729.13        1.15        5.11        0.13        0.10      131.10
    212.48     1764.35        1.23        9.71        0.06        0.04      547.59
     23.10     1847.29        0.90        3.52        0.18        0.16       59.52
     46.83     2204.05        0.99        4.90        0.13        0.09      120.68
