   241.995    241.95    0.0023      0.04
   295.223     295.2    0.0018      0.02
   351.932    351.92    0.0018      0.01
    510.77    510.94       0.1      0.13
    609.32    609.41     0.005      0.01
    768.36    768.49     0.005      0.07
    785.96    786.09      0.08      0.44
    915.75    911.49      0.13      0.19
   934.056    934.53     0.006      0.09
   1120.29   1120.49     0.006      0.04
   1238.12   1238.22     0.007      0.07
    1377.7    1377.7     0.008      0.09
   1460.82   1460.96     0.005      0.02
   1509.21   1509.51      0.01      0.13
   1661.27   1661.55     0.016      0.19
   1729.59   1729.75     0.011      0.09
   1764.49   1764.62      0.01      0.03
   1847.43   1847.72     0.013      0.12
   2109.98   2103.35      0.08      0.32
      2120   2118.52       0.1      0.13
   2204.06   2204.21     0.022      0.07
    2447.7    2447.9      0.03      0.17
   2614.51   2614.68      0.01      0.06
