   241.995       242    0.0023      0.04
   295.223    295.18    0.0018      0.02
   351.932    351.93    0.0018      0.01
    510.77    510.93       0.1      0.17
    609.32    609.38     0.005      0.02
    768.36    768.25     0.005      0.09
    785.96    785.92      0.08      0.31
    915.75    911.21      0.13      0.18
   934.056    934.72     0.006      0.15
   1120.29   1120.32     0.006      0.04
   1238.12   1238.28     0.007      0.08
    1377.7    1377.8     0.008       0.1
   1460.82   1460.84     0.005      0.02
   1509.21   1509.36      0.01      0.11
   1661.27   1660.98     0.016      0.28
   1729.59   1729.63     0.011      0.09
   1764.49   1764.53      0.01      0.04
   1847.43   1847.56     0.013      0.12
   2109.98    2102.5      0.08      0.34
      2120   2118.29       0.1      0.17
   2204.06   2204.02     0.022      0.07
    2447.7   2466.77      0.03      1.41
   2614.51   2614.39      0.01      0.06
