434.8			241.5		1		235		247
1018.16		294.85	1.15		291		298
1535.7		351.71	1.25		345.85	356.93
1103.6		609.6		1.5		603		615
111 			768.8 	0.7 		760		 775
64 			785.5		 0.4 		775 		 795
37 			933.8 	0.4 		928 		 943
223			1120		1.5		1112 		1131
114.8 		1238.4 	1.20 		1230 		1245
95 			1377.7 	1.25 		1371 		1382
36 			1508.5 	1.20 		1500 		1520
11 			1661.5 	0.4 		1650 		1670
61 			1729.6 	1.5		 1720 	1740
240.2 		1765 		1.25 		1755 		1770
39 			1847 		1.0 		1835 		1860
65 			2204 		1.10 		2196 		2213.5
