   241.995    242.04    0.0023      0.04
   295.223    295.22    0.0018      0.02
   351.932    351.93    0.0018      0.02
    609.32    609.35     0.005      0.02
    768.36    768.41     0.005      0.08
    785.96    785.94      0.08      0.19
   934.056    934.11     0.006      0.13
   1120.29   1120.31     0.006      0.05
   1238.12    1238.1     0.007      0.09
    1377.7   1377.55     0.008      0.09
   1509.21   1508.92      0.01      0.21
   1729.59   1729.25     0.011      0.17
   1764.49   1764.26      0.01      0.06
   1847.43   1847.27     0.013       0.2
   2204.06   2203.72     0.022      0.13
