   241.995    241.93    0.0023      0.04
   295.223    295.18    0.0018      0.02
   351.932    351.92    0.0018      0.01
    609.32    609.37     0.005      0.02
    768.36    768.41     0.005      0.07
    785.96    785.36      0.08      0.23
   934.056    934.18     0.006      0.09
   1120.29   1120.42     0.006      0.05
   1238.12   1238.14     0.007      0.07
    1377.7   1377.56     0.008      0.11
   1509.21   1509.12      0.01      0.17
   1729.59   1729.07     0.011      0.13
   1764.49   1764.42      0.01      0.06
   1847.43   1847.39     0.013      0.13
   2204.06   2204.04     0.022      0.14
