   241.995     241.9    0.0023      0.04
   295.223    295.14    0.0018      0.03
   351.932    351.93    0.0018      0.02
    609.32    609.33     0.005      0.02
    768.36    768.39     0.005      0.06
    785.96    785.85      0.08      0.17
   934.056    934.08     0.006      0.12
   1120.29    1120.4     0.006      0.05
   1238.12   1238.19     0.007      0.09
    1377.7   1377.59     0.008      0.11
   1509.21   1508.72      0.01      0.16
   1729.59   1729.64     0.011      0.13
   1764.49   1764.42      0.01      0.06
   1847.43   1846.99     0.013      0.18
   2204.06   2203.87     0.022      0.15
