    383.87      241.86        0.67       14.66        0.03        0.02      988.53
    956.79      295.18        0.71       21.93        0.02        0.01     2463.91
   1612.14      351.92        0.73       25.96        0.01        0.01     4151.56
   1325.93      609.37        0.80       23.06        0.01        0.01     3414.53
    134.63      768.34        0.94        7.93        0.06        0.05      346.70
     18.43      785.92        0.54        3.54        0.13        0.08       47.47
     70.53      934.16        1.05        6.44        0.11        0.08      181.63
    303.87     1120.30        0.95       11.31        0.04        0.03      782.52
    111.43     1237.97        1.00        7.08        0.07        0.06      286.95
     89.27     1377.93        1.10        6.84        0.09        0.08      229.88
     32.25     1508.96        0.84        4.18        0.15        0.12       83.05
     16.26     1661.01        1.30        3.79        0.37        0.27       41.86
     65.74     1729.50        1.02        5.58        0.10        0.07      169.30
    280.81     1764.28        1.14       10.99        0.05        0.03      723.14
     36.26     1847.37        1.18        4.43        0.16        0.14       93.37
     69.79     2203.83        1.28        6.10        0.13        0.10      179.71
