    371.41      241.95        0.80       15.03        0.04        0.03      956.99
    877.59      295.18        0.80       22.36        0.02        0.02     2261.21
   1557.02      351.92        0.85       25.82        0.01        0.01     4011.82
   1233.20      609.39        0.88       22.47        0.02        0.01     3177.48
    117.39      768.53        0.95        7.56        0.07        0.06      302.47
     28.49      785.92        1.08        4.57        0.21        0.14       73.41
     57.94      933.97        0.92        5.56        0.10        0.06      149.30
    281.40     1120.34        1.08       10.94        0.04        0.04      725.06
    104.33     1238.22        0.94        6.84        0.07        0.05      268.82
     94.61     1377.46        1.04        6.71        0.08        0.06      243.76
     33.97     1508.79        1.35        4.58        0.21        0.16       87.52
     58.76     1729.34        1.05        5.39        0.11        0.10      151.41
    263.19     1764.39        1.30       10.82        0.06        0.04      678.13
     35.97     1847.35        0.90        4.20        0.12        0.10       92.69
     65.18     2204.30        1.37        6.12        0.15        0.11      167.94
