   241.995     241.9    0.0023      0.03
   295.223     295.2    0.0018      0.02
   351.932    351.92    0.0018      0.01
    609.32    609.37     0.005      0.02
    768.36    768.48     0.005      0.08
    785.96    786.11      0.08      0.17
   934.056    934.03     0.006      0.11
   1120.29   1120.33     0.006      0.04
   1238.12   1238.26     0.007      0.08
    1377.7   1377.62     0.008       0.1
   1509.21      1509      0.01      0.15
   1729.59   1729.32     0.011      0.15
   1764.49   1764.49      0.01      0.05
   1847.43   1846.76     0.013      0.21
   2204.06   2203.85     0.022      0.15
