529.8			241.6		1.25		237.8		246.4
1018.16		294.85	1.15		291		298
1535.7		351.71	1.25		345.85	356.93
154 			512 		2 		499 		522.7
1103.6		609.6		1.5		603		615
137.2 		770.2 	1.7 		763.4 	777.4
70 			788.5 	1.6 		784.8 	792.6
80 			912.3 	0.5 		905.9 	920
96 			934.9 	1.25 		930.3 	940
290			1121		1.5		1115.5	1127
109.2 		1241 		2 		1234.2 	1248
86.2 			1381.2 	2 		1377		 1385.7
641			1464.5	2		1458		 1470
46 			1513.3 	2.25 		1507.6 	1520
21 			1665.3 	2.5 		1655 		1675
53 			1730.6 	2.5 		1725.2 	1738.8
239.3 		1769 		1.25 		1761.4 	1775
35			1851.6	1		1844		1858
15 			2109.4 	2.0 		2100 		2115
24 			2123 		0.8 		2117 		2130
69 			2210.2 	3 		2200 		2215.5
23 			2454 		2.25 		2447.3 	2458.2
120 			2620.4 	1.5 		2614 		2625.5
