434.8			241.5		1		235		247
1018.16		294.85	1.15		291		298
1535.7		351.71	1.25		345.85	356.93
143 			511.3 	1.0 		500 		520
1103.6		609.6		1.5		603		615
111 			768.8 	0.7 		760		 775
64 			785.5		 0.4 		775 		 795
66 			911.4		0.4 		900 		 920
103.8			936 		0.60 		928.4 	943.2
223			1120		1.5		1112 		1131
114.8 		1238.4 	1.20 		1230 		1245
95 			1377.7 	1.25 		1371 		1382
631.5 		1460.80 	1.25 		1452 		1468
36 			1508.5 	1.20 		1500 		1520
29 			 1662 	1 		1654		 1668
61 			1729.6 	1.5		 1720 	1740
240.2 		1765 		1.25 		1755 		1770
39 			1847 		1.0 		1835 		1860
165.86   		2103.79     2.52   	2096.00     2110.00
134.71   		2118.71      2.04  	 2113.50   2126.00
65 			2204 		1.10 		2196 		2213.5
29 			2447.8	 0.4 		2438 		2455
117			2614.1 	1.75 		2605	      2620
