   241.995    241.93    0.0023      0.04
   295.223    295.22    0.0018      0.03
   351.932    351.97    0.0018      0.02
    609.32    609.43     0.005      0.02
    768.36    768.43     0.005      0.07
    785.96    785.71      0.08      0.12
   934.056    934.19     0.006      0.13
   1120.29   1120.36     0.006      0.04
   1238.12   1238.12     0.007      0.09
    1377.7   1377.57     0.008      0.13
   1509.21   1509.18      0.01      0.19
   1729.59   1729.48     0.011      0.12
   1764.49   1764.45      0.01      0.06
   1847.43   1847.14     0.013       0.2
   2204.06   2203.92     0.022      0.15
