    241.81      3.16      0.00      0.00
    295.23      1.31      0.00      0.00
    352.06      0.95      0.00      0.00
    510.13     10.02      0.00      0.00
    609.84      0.91      0.00      0.00
    769.32      3.85      0.00      0.00
    786.70      7.58      0.00      0.00
    911.65      7.24      0.00      0.00
    934.99      3.43      0.00      0.00
   1121.45      1.43      0.00      0.00
   1239.33      1.76      0.00      0.00
   1379.09      2.12      0.00      0.00
   1462.34      1.16      0.00      0.00
   1510.70      2.62      0.00      0.00
   1662.85      4.75      0.00      0.00
   1731.52      1.60      0.00      0.00
   1766.34      1.22      0.00      0.00
   1849.28      1.50      0.00      0.00
   2105.87      2.35      0.00      0.00
   2120.90      2.11      0.00      0.00
   2206.49      1.48      0.00      0.00
   2450.56      1.51      0.00      0.00
   2617.31      1.47      0.00      0.00
