    241.57   241.995      0.04    0.0023
    294.96   295.223      0.02    0.0018
    351.79   351.932      0.01    0.0018
    511.26    510.77      0.09       0.1
    609.57    609.32      0.01     0.005
    769.05    768.36      0.09     0.005
    786.45    785.96       0.2      0.08
    912.06    915.75      0.16      0.13
    934.98   934.056       0.1     0.006
   1121.21   1120.29      0.04     0.006
   1239.37   1238.12      0.11     0.007
   1378.79    1377.7      0.09     0.008
   1462.18   1460.82      0.02     0.005
   1510.38   1509.21      0.12      0.01
   1662.53   1661.27       0.2     0.016
   1731.14   1729.59      0.08     0.011
   1766.22   1764.49      0.03      0.01
   1849.24   1847.43       0.1     0.013
   2105.51   2109.98      0.28      0.08
   2120.54      2120      0.15       0.1
   2206.24   2204.06      0.06     0.022
   2450.28    2447.7      0.19      0.03
   2617.24   2614.51      0.06      0.01
