    440.38      240.85        0.66       30.35        0.05        0.04     1133.57
   1097.41      293.96        0.68       32.20        0.02        0.02     2824.78
   1893.57      350.73        0.70       32.54        0.01        0.01     4874.14
    224.48      509.79        1.54       28.00        0.21        0.19      577.82
   1630.94      608.17        0.79       28.63        0.02        0.01     4198.11
    174.32      767.20        0.79       12.96        0.07        0.06      448.70
     49.22      784.67        0.84       11.79        0.23        0.19      126.69
     70.64      910.07        0.81       11.65        0.16        0.15      181.82
    135.84      933.05        1.09       15.04        0.13        0.14      349.67
    499.68     1119.21        1.01       18.72        0.04        0.04     1286.20
    184.89     1237.04        0.83       12.56        0.06        0.06      475.92
    141.86     1376.64        0.88       13.96        0.11        0.08      365.16
   1657.30     1459.65        1.08       26.98        0.02        0.02     4265.96
     85.29     1508.26        1.20       12.37        0.22        0.14      219.53
     31.39     1660.30        1.02        6.07        0.23        0.22       80.80
    105.58     1728.41        1.04        9.90        0.11        0.08      271.76
    579.93     1763.33        1.19       20.19        0.05        0.03     1492.77
     88.44     1846.12        1.32        8.39        0.15        0.10      227.64
     44.56     2101.39        1.50        8.16        0.37        0.22      114.70
     49.41     2117.40        1.47        5.82        0.19        0.16      127.18
    166.46     2202.79        1.21        8.68        0.07        0.06      428.49
     54.76     2446.59        1.37        5.85        0.17        0.17      140.95
    424.83     2613.34        1.52       14.95        0.06        0.05     1093.52
